Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA,RSI,MACD,Signal_Line,MACD_Histogram,StdDev
2023-12-14 00:00:00-05:00,92.78194739185558,94.3945105404918,92.78194739185558,93.50859832763672,12439300,0.0,0.0,,,0.0,0.0,0.0,
2023-12-15 00:00:00-05:00,92.62268667035701,93.51854749728184,92.50323501606671,93.03079986572266,17545700,0.0,0.0,,,-0.03811497701877897,-0.007622995403755795,-0.03049198161502318,
2023-12-18 00:00:00-05:00,92.27429434892203,93.27965829152933,92.27429434892203,92.43356323242188,9083600,0.0,0.0,,,-0.1151855881427366,-0.029135513951551957,-0.08605007419118466,
2023-12-19 00:00:00-05:00,92.21456517285039,93.55836399728128,92.18470415809647,93.49864196777344,8804000,0.0,0.0,,,-0.08929234346089743,-0.04116687985342105,-0.048125463607476375,
2023-12-20 00:00:00-05:00,92.81181504796848,93.83708379951229,90.83095578252873,90.85086059570312,13060600,0.0,0.0,,,-0.27920706356523795,-0.08877491659578443,-0.19043214696945351,
2023-12-21 00:00:00-05:00,91.50782906274571,91.65714173481916,90.64182164020615,91.597412109375,13037200,0.0,0.0,,,-0.3652648339117235,-0.14407290005897225,-0.22119193385275124,
2023-12-22 00:00:00-05:00,91.19925569702315,91.81640360717641,90.33324826890608,90.60200500488281,9411500,0.0,0.0,,,-0.5079321456935446,-0.21684474918588673,-0.2910873965076579,
2023-12-26 00:00:00-05:00,90.42283029193392,90.85085589946216,90.18393457439846,90.5323257446289,8086900,0.0,0.0,,,-0.6194785885549123,-0.29737151705969184,-0.3221070714952205,
2023-12-27 00:00:00-05:00,90.49251537913716,90.52237639428976,89.62650796792221,89.9649429321289,11123500,0.0,0.0,,,-0.7450742471949496,-0.3869120630867434,-0.3581621841082062,
2023-12-28 00:00:00-05:00,89.67627410736881,90.56219392800945,89.5568300463424,89.98485565185547,8479600,0.0,0.0,,,-0.8333960505706983,-0.4762088605835344,-0.3571871899871639,
2023-12-29 00:00:00-05:00,89.70614110189692,90.18393252611611,89.44733298373616,89.87535858154297,9201300,0.0,0.0,,,-0.9018314628065838,-0.5613333810281442,-0.34049808177843954,
2024-01-02 00:00:00-05:00,89.68623482111825,91.05990234687033,89.31793882195376,90.2934341430664,10587600,0.0,0.0,,,-0.9118209123535479,-0.631430887293225,-0.28039002506032285,
2024-01-03 00:00:00-05:00,89.81564121840988,91.65714396721253,89.58669410307333,91.22911834716797,11929800,0.0,0.0,,,-0.8346148076844742,-0.6720676713714748,-0.16254713631299933,
2024-01-04 00:00:00-05:00,91.51778675488869,91.51778675488869,89.58669337853458,90.14411926269531,12087400,0.0,0.0,,32.71982614379188,-0.8511670479993114,-0.7078875466970422,-0.14327950130226919,
2024-01-05 00:00:00-05:00,89.99481156962229,90.9006286050838,89.94503814811388,90.48255920410156,9084400,0.0,0.0,,34.98023640575995,-0.8274373600654172,-0.7317975093707173,-0.09563985069469993,
2024-01-08 00:00:00-05:00,91.12957763671875,91.51778603073865,90.58210036599425,91.12957763671875,11103700,0.0,0.0,,40.7191757098687,-0.7478022326142337,-0.7349984540194205,-0.012803778594813187,
2024-01-09 00:00:00-05:00,90.63187675479767,90.6816425846281,89.18853099126642,89.25820922851562,11255100,0.0,0.0,,36.21434344237318,-0.8261710259195212,-0.7532329683994408,-0.07293805752008042,
2024-01-10 00:00:00-05:00,89.40751632534065,89.40751632534065,88.47183068838409,88.87995147705078,15091600,0.0,0.0,,28.67651461729588,-0.9083304307522724,-0.7842524608700072,-0.12407796988226516,
2024-01-11 00:00:00-05:00,88.97949305651404,89.36770144917779,88.28271070926068,89.03921508789062,9642200,0.0,0.0,,39.14081778620047,-0.9496442014145998,-0.8173308089789258,-0.13231339243567397,
2024-01-12 00:00:00-05:00,89.2382991505504,90.41288050513766,89.2382991505504,89.9350814819336,11912800,0.0,0.0,90.81353149414062,40.21104974063561,-0.8997252586604247,-0.8338096989152257,-0.06591555974519903,1.3806754409165671
2024-01-16 00:00:00-05:00,89.87536095149925,92.66249791789359,89.04917074881848,92.62268829345703,16780900,0.0,0.0,90.76923599243165,59.92179592167005,-0.6359657116099982,-0.7942409014541802,0.1582751898441821,1.3016073069361527
2024-01-17 00:00:00-05:00,92.15484376732576,93.3294251198657,89.6862294080636,89.92512512207031,15735200,0.0,0.0,90.61395225524902,47.63014730623439,-0.6372592458365602,-0.7628445703306563,0.1255853244940961,1.1987941589636326
2024-01-18 00:00:00-05:00,90.24366739294224,92.08517015305972,89.99481546334911,91.78654479980469,12203200,0.0,0.0,90.58160133361817,56.45730370565896,-0.4825211659288442,-0.7067798894502939,0.2242587235214497,1.1550369964553973
2024-01-19 00:00:00-05:00,91.89603746115571,93.15025327457565,91.20920372617562,92.63263702392578,19782400,0.0,0.0,90.53830108642578,58.8666343732627,-0.28829427443675115,-0.6230827664475854,0.33478849201083427,1.0515207512004392
2024-01-22 00:00:00-05:00,92.44351389312163,94.79267662337513,92.44351389312163,94.64336395263672,15119400,0.0,0.0,90.72792625427246,64.16319245200235,0.02756306534097064,-0.49295360008987427,0.5205166654308448,1.3962904900030129
2024-01-23 00:00:00-05:00,94.99175881377964,95.44964545264635,92.75209144872136,93.3393783569336,11559400,0.0,0.0,90.8150245666504,58.595479104984044,0.17069389012108616,-0.36022410204768224,0.5309179921687683,1.503589908201673
2024-01-24 00:00:00-05:00,93.98639091475802,94.81258110821565,92.83172196003902,93.07061767578125,10454900,0.0,0.0,90.9384552001953,55.39985780487052,0.25944859719167823,-0.23628956219981018,0.4957381593914884,1.5843393134577763
2024-01-25 00:00:00-05:00,93.48869174931168,94.50401188208626,93.31947425863534,94.42437744140625,8661600,0.0,0.0,91.13305778503418,62.356311206492514,0.43402131369637686,-0.10222738702057277,0.5362487007169496,1.7610074801801787
2024-01-26 00:00:00-05:00,94.5637336061226,95.09129848377522,94.26510825172839,94.92208099365234,7812800,0.0,0.0,91.38091468811035,62.69930193853585,0.6055515451690212,0.03932839941734603,0.5662231457516752,1.9288030544953214
2024-01-29 00:00:00-05:00,94.9818036682487,97.05225356699049,94.56373424475997,97.04229736328125,13422200,0.0,0.0,91.73378677368164,65.59871086897189,0.9021745247243302,0.21189762447874289,0.6902769002455873,2.2745415041056725
2024-01-30 00:00:00-05:00,96.07675025438733,97.09207038650503,95.56909778268674,96.49482727050781,9139600,0.0,0.0,92.06476020812988,70.52511265335657,1.0806174269498285,0.3856415849729601,0.6949758419768685,2.4636315194076714
2024-01-31 00:00:00-05:00,95.9772055839272,97.12192592169069,95.37000629853156,95.6089096069336,9592300,0.0,0.0,92.33053398132324,68.551023739172,1.1374368965342683,0.5360006472852218,0.6014362492490465,2.5477627953588353
2024-02-01 00:00:00-05:00,95.92743931786762,97.48027284358143,95.4595965006698,96.61426544189453,8484800,0.0,0.0,92.59979133605957,69.95277860282701,1.2491906570142959,0.6786386492310367,0.5705520077832592,2.7049473030416444
2024-02-02 00:00:00-05:00,95.83784969759058,96.96266523030344,95.37996307858702,96.68394470214844,9319100,0.0,0.0,92.92678260803223,68.58550191887727,1.328069690607066,0.8085248575062426,0.5195448331008233,2.7865237339675146
2024-02-05 00:00:00-05:00,96.25591969705489,96.92284861491288,96.04688499540673,96.2061538696289,11679300,0.0,0.0,93.2129623413086,61.23594107931939,1.3366204375159754,0.9141439735081891,0.42247646400778627,2.8160409583932777
2024-02-06 00:00:00-05:00,96.47491119926049,98.86389116687926,96.34551093392221,98.83403015136719,16455500,0.0,0.0,93.59818496704102,78.05644214939178,1.5377187552896743,1.0388589298644861,0.49885982542518814,3.034534811986982
2024-02-07 00:00:00-05:00,96.9427518577678,98.82407173650573,96.19619610924138,98.6847152709961,28886300,0.0,0.0,94.06951026916504,74.34995036596683,1.6658393983558,1.164255023562749,0.5015843747930511,3.0569513476120465
2024-02-08 00:00:00-05:00,106.58826168227867,112.25212650878844,106.30954873263283,110.0323715209961,60558400,0.0,0.0,95.1271312713623,85.27037936314007,2.652461034395003,1.4618962257291999,1.1905648086658032,4.490131017279069
2024-02-09 00:00:00-05:00,109.09668486451376,109.64416214961894,107.19546006365061,107.89224243164062,21509100,0.0,0.0,96.06978263854981,76.71617111449777,3.2245051690709374,1.8144180143975475,1.41008715467339,5.0844332187900365
2024-02-12 00:00:00-05:00,107.3845803184716,110.54997711934234,107.33481448991199,108.7881088256836,13424000,0.0,0.0,97.0124340057373,81.67346468876445,3.707406523466375,2.193015716211313,1.514390807255062,5.607922932360084
2024-02-13 00:00:00-05:00,107.78274676630066,110.14186579797847,107.71306852963633,109.9527359008789,14594500,0.0,0.0,97.87893638610839,83.38582370657775,4.136403117398999,2.58169319644885,1.5547099209501485,6.201409902958228
2024-02-14 00:00:00-05:00,110.07218839513015,111.1671353771604,109.16636371727388,111.04768371582031,11405500,0.0,0.0,98.9350643157959,83.21399455734694,4.512719327314187,2.967898422621918,1.5448209046922692,6.563603308510041
2024-02-15 00:00:00-05:00,110.56989005014724,112.40143658795404,110.56989005014724,111.93359375,9961900,0.0,0.0,99.94241676330566,83.47041836428042,4.82679784974853,3.3396783080472403,1.48711954170129,6.943767127694943
2024-02-16 00:00:00-05:00,111.50557095125079,112.04309203859677,110.64952728735716,111.0875015258789,8779400,0.0,0.0,100.86515998840332,79.09279025657898,4.950369986486592,3.6618166437351105,1.2885533427514817,7.144571254812995
2024-02-20 00:00:00-05:00,110.3409446473298,110.61965759485348,108.84783306186023,108.93742370605469,9770900,0.0,0.0,101.57986297607422,74.16860208016939,4.819255110993552,3.893304337186799,0.9259507738067532,7.204120744377443
2024-02-21 00:00:00-05:00,107.98183013618967,108.7184297043496,106.74751912598241,107.17554473876953,10454400,0.0,0.0,102.27167129516602,71.72774358871465,4.521060745499113,4.018855618849262,0.5022051266498515,7.033460819598041
2024-02-22 00:00:00-05:00,107.49407446167255,107.99177830734388,106.9167437724059,107.14568328857422,9266200,0.0,0.0,102.97542457580566,70.5357180049451,4.23352851160044,4.061790197399498,0.1717383142009421,6.76334191187069
2024-02-23 00:00:00-05:00,107.07600651183715,107.50403212871655,105.3439992317392,107.24522399902344,11724000,0.0,0.0,103.61646690368653,70.56999117933063,3.9679491997031135,4.043021997860221,-0.0750727981571071,6.51316544117237
2024-02-26 00:00:00-05:00,107.02623222184785,108.26054323385719,106.88687575184002,107.18550109863281,8694200,0.0,0.0,104.22963790893554,71.73826678755188,3.709891225966615,3.9763958434815,-0.26650461751488486,6.222333469536179
2024-02-27 00:00:00-05:00,107.2850429317792,109.07677986694667,107.2850429317792,108.91751098632812,7595000,0.0,0.0,104.82339859008789,70.69880887200543,3.6035971210494324,3.9018360989950867,-0.29823897794565424,6.064992286440094
2024-02-28 00:00:00-05:00,108.28044804192503,110.53007156309496,108.16100397869914,110.29117584228516,10773000,0.0,0.0,105.51321601867676,72.68483144760552,3.5888317325319576,3.839235225702461,-0.2504034931705035,5.848585179410551
2024-02-29 00:00:00-05:00,110.62961460375986,112.23222165804422,110.46039711215425,111.06759643554688,11658300,0.0,0.0,106.28615036010743,53.44827849101062,3.59830172637497,3.7910485258369633,-0.19274679946199313,5.48068536729309
2024-03-01 00:00:00-05:00,110.92823773313167,111.63497629654923,110.52011692636988,111.4358901977539,7240100,0.0,0.0,107.0272315979004,63.38345288376148,3.594094509118918,3.7516577224933547,-0.1575632133744369,5.0923614846369665
2024-03-04 00:00:00-05:00,112.15258757326757,113.60588195366404,111.28658770502953,113.16790771484375,11558900,0.0,0.0,107.85142974853515,65.55871570921599,3.6880065538386617,3.7389274887624167,-0.050920934923754935,4.644459244764194
2024-03-05 00:00:00-05:00,113.08826887968448,114.66101486103099,111.75441861880894,112.35166931152344,14929600,0.0,0.0,108.65870552062988,58.73821617923246,3.654442766914457,3.7220305443928248,-0.06758777747836797,3.8488197386612715
2024-03-06 00:00:00-05:00,112.56070083768726,112.77969173958421,108.74828764939222,109.5545654296875,14743900,0.0,0.0,109.19473228454589,45.16127277618222,3.363369487247141,3.650298332963688,-0.2869288457165471,3.0778211642759863
2024-03-07 00:00:00-05:00,110.19162751370943,110.56988729378733,108.69851598862199,109.67401885986328,8609300,0.0,0.0,109.74419746398925,42.2946498306039,3.1065206729663117,3.541542800964213,-0.4350221279979012,1.8312736090635195
2024-03-08 00:00:00-05:00,109.67402090964038,110.7988288789264,108.83787449089793,109.8133773803711,10004800,0.0,0.0,109.73324775695801,45.43509327058803,2.881000820986614,3.4094344049686933,-0.5284335839820793,1.8301141932420706
2024-03-11 00:00:00-04:00,109.5844289426782,112.39148591895608,109.52470691147501,111.79423522949219,8794300,0.0,0.0,109.92834739685058,60.36096012537811,2.8294967104368283,3.293446866062321,-0.4639501556254926,1.8315097685011452
2024-03-12 00:00:00-04:00,112.00327214224446,112.43129776114513,111.12731609176875,111.94355010986328,8085000,0.0,0.0,110.08611946105957,69.58296671203996,2.7688106688626135,3.1885196266223796,-0.41970895775976613,1.8637425576207645
2024-03-13 00:00:00-04:00,112.22226364506409,113.60587976114824,111.92364588722587,111.98336791992188,7267900,0.0,0.0,110.18765106201172,69.85291401083435,2.692887576478796,3.0893932165936633,-0.3965056401148672,1.9108110336677224
2024-03-14 00:00:00-04:00,111.22685709974147,111.83405641972935,109.00710212514035,111.5453872680664,10520500,0.0,0.0,110.21253623962403,67.1700835365746,2.5677768671813084,2.9850699467111923,-0.4172930795298839,1.925783276319134
2024-03-15 00:00:00-04:00,111.08749901780978,112.44125411218538,110.88842051337261,111.4358901977539,15362600,0.0,0.0,110.18765106201172,66.90414912603825,2.4317584327246635,2.874407643913887,-0.4426492111892233,1.9054817574457628
2024-03-18 00:00:00-04:00,111.77433013407561,113.90450197765077,111.77433013407561,113.32716369628906,11820800,0.0,0.0,110.29963417053223,67.31816558359841,2.448349756805868,2.7891960664922832,-0.34084630968641516,2.0233161709223286
2024-03-19 00:00:00-04:00,112.88919153153789,114.64110362536528,112.7199664498825,113.98413848876953,10999700,0.0,0.0,110.55196990966797,65.36864243721972,2.4858554812633145,2.7285279494464896,-0.24267246818317512,2.154906841794886
2024-03-20 00:00:00-04:00,114.08367582239968,115.97495195001586,113.83482390019645,115.92517852783203,11699600,0.0,0.0,110.9894515991211,68.42894084670438,2.6417522715610318,2.711172813869398,-0.06942054230836625,2.315532970215834
2024-03-21 00:00:00-04:00,116.45274690859529,116.8210504985601,115.3279389201985,116.16407775878906,10353500,0.0,0.0,111.44037132263183,68.1159005113808,2.7528456809981208,2.7195073872951427,0.03333829370297803,2.404029456351527
2024-03-22 00:00:00-04:00,116.38306413247072,117.11967128366864,115.30802201533692,115.337890625,7133800,0.0,0.0,111.84500465393066,58.934384930183235,2.742606550300451,2.7241272198962045,0.01847933040424632,2.340992006356829
